_id,Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
65a8b83748613797baeec7c9,51178.14802,6.591952428,6.988851757,3.1,31822.06604,783566.3279,"74931 Rogers Wall\nJulianfurt, IN 78140"
65a8b83748613797baeec7ca,64290.20571,3.648545707,7.368073057,3.44,54157.29516,949072.2496,"519 Avila Road\nJamesbury, SC 76217-0455"
65a8b83748613797baeec7cb,61482.24479,7.090474728,8.101403538,3.06,50245.27162,1693591.835,"53979 Derek Road\nCarrieville, DC 45078-8600"
65a8b83748613797baeec7cc,70130.56063,8.195316829,9.570048159,4.07,26794.25502,1675557.271,"72654 Jason Plaza\nSouth Crystalburgh, MS 24864"
65a8b83748613797baeec7cd,84923.39536,7.203931668,6.363733643,4.35,43231.6173,1943359.768,"995 Carter Haven\nNorth Raymondchester, PA 75389"
65a8b83748613797baeec7ce,63233.73313,4.920192289,6.528068683,2.37,49272.461,1106261.274,"05706 Ochoa Points Suite 263\nNorth Craig, MH 98488-6772"
65a8b83748613797baeec7cf,53776.63203,6.765543807,5.945896722,4.24,29324.00264,978766.9139,"75906 Marissa Ville Apt. 047\nRobinsonside, MN 51149"
65a8b83748613797baeec7d0,67125.14983,4.96994317,7.639188434,5.37,22651.11135,997827.2538,"3703 Mark Stravenue\nJenniferland, VT 47784"
65a8b83748613797baeec7d1,66007.93861,6.353734757,5.185860953,4.02,45399.55912,1062206.321,"9606 Sanford Villages Apt. 846\nPiercestad, CT 72842-3325"
65a8b83748613797baeec7d2,64838.4929,6.437157062,8.699543873,4.02,32921.01007,1382172.294,Unit 2193 Box 7909\nDPO AA 47323-2101
65a8b83748613797baeec7d3,83889.43598,6.531948057,5.921215989,4.5,17957.86337,1281741.163,"4641 Romero Branch\nPort Adam, OH 48769"
65a8b83748613797baeec7d4,78846.27009,6.723852343,7.647121762,6.1,41261.18878,1592664.7,"89757 Mcfarland Cove\nSouth Ronaldport, LA 62288-5973"
65a8b83748613797baeec7d5,72556.20088,5.382984046,7.245610106,6.42,31487.03672,1247557.695,"796 William Skyway Apt. 402\nWest Tyrone, VI 81186-6677"
65a8b83748613797baeec7d6,62069.76279,5.535626528,7.347449707,3.35,27098.84396,779207.5546,"47492 Phillips Trail Apt. 262\nMariohaven, MH 00956"
65a8b83748613797baeec7d7,88697.61952,4.735162617,6.602560307,3.48,29935.90416,1222760.858,"649 Brandon Ways\nNew Jennifer, GA 81262"
65a8b83748613797baeec7d8,57216.21282,6.855447634,8.234530691,6.32,35046.01314,1380715.315,"773 Zachary Turnpike\nSouth Vanessamouth, NJ 83757"
65a8b83748613797baeec7d9,53712.14081,4.229270472,6.875062831,2.38,31913.69653,704884.1544,"151 Luna Landing\nBrandtmouth, RI 02975"
65a8b83748613797baeec7da,77330.79471,5.93523864,5.78641233,3.45,49571.1057,1530480.688,"26425 Tasha Trace Suite 683\nNorth Kristinbury, UT 69027"
65a8b83748613797baeec7db,66556.38765,6.321891117,8.369451056,4.21,45325.65586,1780415.438,"7287 Mullen Burg Apt. 284\nHousetown, VA 71506-7091"
65a8b83748613797baeec7dc,74864.37031,6.337004614,8.035623147,6.21,46250.65372,1709667.189,"19834 Rodriguez Lights Suite 480\nParkchester, MS 20288-6598"
65a8b83748613797baeec7dd,62561.56095,4.727889358,7.928356117,3.23,37446.16768,852565.6269,"993 Lowery Villages Suite 537\nWarnerhaven, MD 10412"
65a8b83748613797baeec7de,77821.62437,5.259911725,6.660626274,2.36,33932.54516,1185310.267,"58847 Mccormick Isle Apt. 081\nNorth Patrickborough, NJ 31166-7988"
65a8b83748613797baeec7df,79579.993,5.805388791,8.692723427,6.08,43214.76502,1795093.034,USNV Walker\nFPO AE 81668-3821
65a8b83748613797baeec7e0,69923.34867,4.095953719,5.932069891,4.49,45202.13987,956241.9913,"65132 Sharon Manors\nMaynardmouth, MI 60210-9659"
65a8b83748613797baeec7e1,63879.68073,4.877193259,7.117112139,4.39,56266.97406,1224454.547,"85285 Kayla Walks\nGarnerberg, MA 84386"
65a8b83748613797baeec7e2,59154.68474,4.486941357,5.936286875,2.49,26567.50608,552279.214,"0880 Torres Views\nLake Seanside, ND 47671"
65a8b83748613797baeec7e3,52835.26226,7.741143614,7.520857506,5.28,34537.001,1186357.179,"1813 Shawn Canyon Apt. 761\nEast Kennethfurt, LA 37064-8900"
65a8b83748613797baeec7e4,63750.37363,7.378244345,8.791163731,3.4,47248.05759,1582261.701,"079 Cruz Walks\nGregoryfurt, IL 39580"
65a8b83748613797baeec7e5,81741.63202,5.488727065,7.874564489,5.25,29755.50821,1478028.174,"508 Watson Motorway\nKirbychester, NJ 76201-4719"
65a8b83748613797baeec7e6,77594.60276,6.547168411,7.015781826,5.35,24293.63308,1386306.103,"878 Shawn Ford Suite 912\nAaronburgh, NC 90513-9301"
65a8b83748613797baeec7e7,79843.14633,5.775992038,7.304337593,3.24,42452.94119,1424786.509,"006 Benson Camp Suite 290\nLake Tracy, AL 36317-8259"
65a8b83748613797baeec7e8,77081.68075,3.644175062,7.197069085,6.42,40080.43542,1206937.316,"72956 Jessica Stravenue\nBethanyshire, CT 67149-6278"
65a8b83748613797baeec7e9,70713.64043,4.817919945,7.773536289,5.22,29436.45405,1209287.535,"809 Harrington Forges\nSmithstad, PW 59127"
65a8b83748613797baeec7ea,63797.99896,5.750618205,6.860745166,2.38,26626.53416,1029869.764,"2765 Smith Mission\nBaldwinton, LA 68900"
65a8b83748613797baeec7eb,45914.01122,4.897860862,6.119878765,4.16,26309.23832,300464.0987,"7976 Richard Plains Apt. 958\nLake Abigail, IN 02827-4222"
65a8b83748613797baeec7ec,88190.46896,5.149776773,6.769516686,2.1,25177.48795,1294278.118,"002 Katherine Flat\nHartmanland, AZ 37973-3049"
65a8b83748613797baeec7ed,72010.79507,5.648822124,8.100920819,6.43,16376.64122,1251757.193,"456 Nicole Canyon\nNew Valerieside, CA 37155"
65a8b83748613797baeec7ee,52420.52553,7.326976844,6.010627933,4.29,39766.41957,1128403.366,"35923 Melody Union\nHuffmanville, AK 21375"
65a8b83748613797baeec7ef,74748.15451,5.429629503,7.424722959,5.43,36071.7552,1363669.069,"467 Emily Rapids\nNew Bradleyside, MI 74897"
65a8b83748613797baeec7f0,80913.46083,5.562565511,7.143813449,6.25,30034.33954,1177744.973,"642 Ashley Burg\nJennifershire, KY 79760-6173"
65a8b83748613797baeec7f1,59480.04567,5.205825325,7.748963785,4.33,43703.77758,980274.0699,"99990 Miller Way\nRussellberg, MN 31202"
65a8b83748613797baeec7f2,80951.28339,5.450699153,6.323822116,4.14,38990.80712,1524115.891,"3027 Pamela Trail Suite 457\nSouth Veronica, NC 79350"
65a8b83748613797baeec7f3,63856.3085,7.456390109,6.844399336,3.41,31114.8974,1311902.534,"9912 Smith Roads Apt. 591\nLake Stacey, AR 95418-6029"
65a8b83748613797baeec7f4,74727.88857,5.793124435,7.124513456,5.11,27639.05883,1119992.619,"68583 Allen Centers\nNorth Masonhaven, ME 51493-3022"
65a8b83748613797baeec7f5,78095.35263,6.837193059,7.119862076,3,32346.43499,1538922.903,"165 Rebecca Run\nSouth Hannahport, LA 92436-6494"
65a8b83748613797baeec7f6,69689.6297,4.065513078,6.311314926,4.46,27438.68941,843633.1982,"5831 Lisa Road Suite 705\nEast Nathan, VI 05521-1350"
65a8b83748613797baeec7f7,54973.19372,5.426987047,7.136285579,5.45,40412.72218,903301.9933,"5073 Spencer Station Suite 444\nToddfort, MO 95614"
65a8b83748613797baeec7f8,62571.35286,5.945193547,7.176352932,4.37,41465.11563,1161995.728,"86533 Gould Hills\nGarciachester, DE 09135-4735"
65a8b83748613797baeec7f9,69370.93005,5.140142495,4.658690271,3.42,33732.46287,733299.7945,"1732 Barbara Overpass\nHillmouth, DC 64884"
65a8b83748613797baeec7fa,82415.25237,7.050921403,6.456360286,3.08,46297.58121,1837930.801,"8901 Lisa Isle Apt. 035\nNorth Tammiechester, NC 23048-4036"
65a8b83748613797baeec7fb,52864.75931,5.994728233,7.852066885,3.16,39156.98102,962028.7008,"15502 Hailey Courts\nWest Melissaton, GA 00663"
65a8b83748613797baeec7fc,65855.86324,6.564119268,7.709617653,6.4,45528.53724,1477765.148,"88428 Campos Path Apt. 890\nNorth Joshuashire, AZ 84342-5757"
65a8b83748613797baeec7fd,61310.28003,7.951206605,7.13125578,4.39,33201.05371,1419345.607,"29337 Gabrielle Mission Suite 631\nLoganfort, MS 10959"
65a8b83748613797baeec7fe,39411.65279,4.385844659,7.047435339,4.44,45851.3983,539483.3966,"1085 Michele Glens Apt. 517\nSergiotown, VT 20367"
65a8b83748613797baeec7ff,77265.7483,5.387078609,7.600015977,3.46,21558.37575,1097701.943,"270 Sarah Vista\nNorth Jessicatown, MP 84920-3221"
65a8b83748613797baeec800,74777.76433,6.338634231,6.650801681,2.2,30013.29805,1412274.486,"300 Larry Drive Apt. 188\nMaychester, GU 63293-8809"
65a8b83748613797baeec801,67474.2798,3.278227596,7.938421221,4.12,34971.53955,1013443.438,"6700 Burns Summit Apt. 752\nMunozmouth, PR 33205"
65a8b83748613797baeec802,68848.19668,6.778112479,6.085627686,4.16,25880.41441,893919.0388,"140 Alvarado Center\nHessview, OR 63586"
65a8b83748613797baeec803,66148.03832,6.326840293,6.842533838,4.14,31574.41047,1234531.601,"77597 Connie Harbors\nRobertville, DC 21128-0453"
65a8b83748613797baeec804,63595.95836,6.124785472,6.682731041,3.22,19345.40638,864702.9339,"904 Jennifer Pass\nEast Carolyn, NE 80148-8850"
65a8b83748613797baeec805,60741.56973,6.252128678,6.715733778,4.38,24534.37105,977024.1102,"5432 Walker Island\nNorth Richardchester, AS 42587"
65a8b83748613797baeec806,73540.62894,4.421746778,7.049997801,5.24,39756.36603,936148.5119,"12715 Short Squares Suite 017\nLeahburgh, PR 77137-6937"
65a8b83748613797baeec807,74633.9417,5.745854007,5.627387829,3.4,30600.60461,1056976.975,"132 Allison Rapids\nYvonnefurt, NC 14633"
65a8b83748613797baeec808,62016.68605,5.762634689,7.791948979,3.45,35750.28631,1040607.312,"PSC 0939, Box 2872\nAPO AE 84646"
65a8b83748613797baeec809,84249.8608,5.862843292,6.160323135,4.14,44571.37813,1641101.519,"3067 Monica Junctions\nNew Jamie, NY 50202"
65a8b83748613797baeec80a,44247.14904,6.453832512,6.166052316,4.38,22011.94593,503065.5056,"1377 Moran Wells\nRichardburgh, IL 33834-1305"
65a8b83748613797baeec80b,59473.98832,6.926414489,7.772294448,6.19,41215.29823,1296146.939,"27645 Kline River\nPort Samuelside, GU 06730"
65a8b83748613797baeec80c,67839.38147,6.902937655,6.927319958,3.46,26377.26824,1164209.619,"43918 Carpenter Village\nLindsayborough, WY 68856-0092"
65a8b83748613797baeec80d,62972.00399,7.161397225,4.626558167,2,33869.89954,999814.8898,"76984 Adams Stream\nJamesview, AZ 00532-4427"
65a8b83748613797baeec80e,61162.58025,5.896315848,7.880521416,6.04,36033.70143,1060897.689,"06275 Ross Mills Suite 054\nLisastad, DC 67330"
65a8b83748613797baeec80f,87472.25699,5.543774149,7.340992379,3.32,48306.7974,1848633.724,"29279 Jermaine Plain\nMorrisland, SC 37248-4063"
65a8b83748613797baeec810,48692.97596,4.597834172,6.25906992,3.02,36239.39412,617157.9103,"520 Love Hill\nPort Scottview, NC 38932-2657"
65a8b83748613797baeec811,67858.50166,4.948624044,6.228655544,3.34,29708.75808,857697.1255,"PSC 8501, Box 9843\nAPO AP 98266-5428"
65a8b83748613797baeec812,72332.05826,5.744597578,6.869613492,4.41,45804.32891,1253434.398,"87019 Russell Port Apt. 950\nRhondastad, KY 27693-9413"
65a8b83748613797baeec813,80775.9033,6.148563983,7.744385348,5.29,26601.55793,1635092.433,"62969 King Junctions Apt. 619\nMaryton, NY 45618"
65a8b83748613797baeec814,75151.10555,7.299214839,6.596280173,3.3,32032.14109,1524845.422,"PSC 7794, Box 7590\nAPO AA 40047"
65a8b83748613797baeec815,62095.03681,5.954461825,4.707758996,3.24,36183.2878,763869.6667,"94007 Luis Isle Apt. 081\nPort Jesse, IN 51991"
65a8b83748613797baeec816,75759.48996,5.254822469,7.510711574,4.11,46188.16509,1376637.506,"14841 Jeffery Passage\nLake Kyle, WA 90337-7454"
65a8b83748613797baeec817,64374.30729,8.389992287,7.063085614,6.23,23251.0467,1244440.135,"95798 Elizabeth River\nBenjaminbury, VT 03318-9619"
65a8b83748613797baeec818,48147.87075,5.972172601,7.877403593,6.44,32050.57593,693931.5015,"PSC 3778, Box 1575\nAPO AE 50445-2100"
65a8b83748613797baeec819,64127.44061,5.611310138,6.992732532,2.25,42628.71074,1277744.739,"3840 Timothy Walks\nWest Deborah, VT 14535-2467"
65a8b83748613797baeec81a,83921.90733,5.525295192,6.821687363,4.06,39569.83006,1539329.319,"805 Brown Land Suite 726\nJenniferhaven, GA 61596-1119"
65a8b83748613797baeec81b,54617.88615,6.234743605,6.782860704,2.18,29613.844,903881.6639,"548 Alec Keys\nDaniellemouth, PA 02241"
65a8b83748613797baeec81c,45493.20843,7.381580819,7.266475345,3.2,38938.2712,896944.2443,"PSC 9294, Box 6252\nAPO AP 46111-7806"
65a8b83748613797baeec81d,72780.15123,5.259416171,5.725266904,2.48,44953.52365,1184758.842,"60075 Rhodes Summit\nNorth Crystalview, VA 40652"
65a8b83748613797baeec81e,96395.3218,5.460823005,7.52809801,6.5,35036.19213,1731437.416,"389 Michael Knolls Apt. 891\nReyeshaven, WV 22646-0966"
65a8b83748613797baeec81f,47467.42392,5.821678083,7.015252974,3.33,37341.62134,762144.9261,"753 Kline Street\nNew Cindyland, MI 13424-8203"
65a8b83748613797baeec820,61807.48493,5.60685891,8.203353428,5.46,44586.72495,1270905.02,"876 Woods Circles\nNorth Sarah, OK 34668"
65a8b83748613797baeec821,54794.42399,5.625066678,8.00318507,4.21,39385.6836,1000043.903,"043 Tyler Oval\nLake William, AS 62856-9836"
65a8b83748613797baeec822,94923.40619,5.70927131,8.039282316,3.3,43818.81314,1967637.287,"8068 Curtis Glen\nAnthonyfurt, VA 17191"
65a8b83748613797baeec823,62058.50246,7.030593803,6.175147479,3.23,28954.49749,1114779.247,"034 Parker Unions\nLake Thomas, MP 99522-4945"
65a8b83748613797baeec824,46952.22944,6.061124984,5.728597316,4.24,31628.22805,671661.7134,"727 Gonzales Fork\nJonathanborough, ND 57809-1961"
65a8b83748613797baeec825,67003.62956,6.505040047,7.406529543,3.02,28464.33389,1214986.886,"003 Erica Passage Apt. 274\nEast Ritaton, KS 97261-8617"
65a8b83748613797baeec826,87835.27161,4.302756122,7.458554034,3.39,16250.76883,1053236.6,"1215 Dawson Locks Suite 788\nPort Elizabeth, NH 66530"
65a8b83748613797baeec827,73433.62623,7.107788624,6.227752216,2.05,44544.23046,1515005.384,"62721 Stewart Mount\nMarieburgh, WY 37987-7127"
65a8b83748613797baeec828,70124.38688,6.740554121,7.346570952,6.32,51673.96267,1732196.217,"3222 Alexis Square\nLeetown, MS 07616"
65a8b83748613797baeec829,84366.24462,4.750904287,7.865276959,5.27,43445.0159,1587122.369,"30682 Perry Ranch Suite 253\nTinaport, CT 17781"
65a8b83748613797baeec82a,60343.59941,7.827794857,7.267249766,4.38,24199.05275,1184893.56,"8042 Jasmine Ramp\nCharlesborough, IL 29751"
65a8b83748613797baeec82b,71308.86039,5.806519014,8.598246883,3.25,22710.19219,1314348.699,"6049 Ramos Fork\nVaughnmouth, MN 39214-3093"
65a8b83748613797baeec82c,65430.97914,4.324962702,7.200581808,4.41,33320.39672,717825.3597,"7646 Joshua Tunnel\nChristinaton, AZ 69071-6657"
65a8b83748613797baeec82d,73591.48889,5.430302262,6.747876001,2.5,51662.31774,1441736.761,"960 Diamond Mews Apt. 150\nEast Donnaview, MH 67321-2363"
65a8b83748613797baeec82e,52805.83596,7.460307854,6.799866021,4.48,37161.1126,1119542.311,"4122 Bradley Turnpike Apt. 551\nNew Carlaville, KY 15412-2546"
65a8b83748613797baeec82f,58187.0494,6.084778056,7.256935779,4.08,31551.86373,850977.0123,"0227 Walters Haven\nWest Wesleybury, MS 17227"
65a8b83748613797baeec830,70506.22247,6.067423246,7.947610774,3.14,44706.71849,1655466.736,"6998 Jason Hollow\nKleinbury, KY 02969"
65a8b83748613797baeec831,77412.45431,7.264613698,7.067327828,4.29,33258.83439,1641739.518,"793 Cynthia Shore\nSouth Randy, MN 75770-8233"
65a8b83748613797baeec832,65087.71793,6.684347864,7.456185045,3.45,40283.24977,1369976.501,"31241 Johnson Prairie Suite 452\nHancockshire, AS 54797-5444"
65a8b83748613797baeec833,72547.04742,5.606278582,7.046825652,3.32,39218.75914,1465835.843,"PSC 6728, Box 9260\nAPO AA 33818"
65a8b83748613797baeec834,78864.05341,6.378901779,7.348649923,3.3,50194.10811,1789334.851,"8374 Colon Isle\nNorth Yolanda, SD 47070-7137"
65a8b83748613797baeec835,67335.75773,6.785460273,7.377845327,6.26,10311.00139,863297.1767,"493 Beth Tunnel Apt. 276\nNew Mitchell, DC 10981"
65a8b83748613797baeec836,79552.39015,5.191222752,6.537351508,3.32,50113.83691,1425366.413,"5131 Tapia Gardens Suite 886\nChristinaburgh, CO 75023-0787"
65a8b83748613797baeec837,89089.43207,7.146246355,9.179993536,5.29,49782.15207,2271112.744,"8252 Murillo Mountain\nGlennshire, SC 33179"
65a8b83748613797baeec838,67110.33438,7.197138761,7.236402011,6.1,31998.76325,1370699.722,"965 Wilson Ridges\nHolmesland, VT 81072"
65a8b83748613797baeec839,80778.90088,6.484438121,6.386486309,3.16,34431.16874,1566740.128,"3753 Dean Island Suite 773\nNorth Dennis, OR 90936-6820"
65a8b83748613797baeec83a,76624.14812,5.074271516,6.265051496,4.17,47039.09365,1436995.2,"678 Patton Pass\nGuzmanberg, MA 60510"
65a8b83748613797baeec83b,80011.58352,6.448675361,6.489267832,2.49,26576.39199,1345962.955,"51202 Perez Squares\nNew Kellytown, WV 38886-7802"
65a8b83748613797baeec83c,70472.79238,6.010153598,6.110191694,3.24,34894.15883,1265180.909,"4821 Christopher Park\nLopezside, MH 21430"
65a8b83748613797baeec83d,57456.99716,5.378244758,7.857343016,6.22,37378.95089,1061222.537,"278 Tina Spur Suite 751\nJessicashire, PA 60756"
65a8b83748613797baeec83e,80000.76417,5.612801653,5.91001256,3.17,42245.4464,1383967.463,"50664 Kent Haven\nChristopherchester, KS 50822-8146"
65a8b83748613797baeec83f,66387.6838,5.677748504,7.788138382,5.22,22552.53591,1051519.066,"0896 David Islands Suite 115\nLake Patriciaburgh, MD 03928-1885"
65a8b83748613797baeec840,64699.39397,6.848939033,6.956937821,4,49083.66618,1550359.548,"31018 Park Square Suite 876\nNormanside, MA 65696-1725"
65a8b83748613797baeec841,84777.30248,5.421143531,6.079424489,2.22,42038.80335,1375057.083,"88259 Amanda Valleys\nCarrollmouth, OH 35308-8073"
65a8b83748613797baeec842,81196.61131,6.865788207,7.181116046,3.01,49574.70781,1882978.9,"6983 Tyler Mission Apt. 984\nSouth Nicholasbury, DE 26628"
65a8b83748613797baeec843,60690.71865,7.5960077,7.021787448,3.42,35528.50391,1274053.64,"814 Elizabeth Square Suite 264\nNew Brenda, DC 70173-4108"
65a8b83748613797baeec844,72000.91793,7.16654825,7.869974067,3.13,27699.04897,1426434.644,"02930 Kenneth Glen Apt. 117\nEast Michaeltown, NC 02319-9280"
65a8b83748613797baeec845,51144.77077,6.748781492,6.767066347,4.04,39369.30084,913587.0974,"572 Shelton River Suite 617\nReyesland, DE 48811"
65a8b83748613797baeec846,57683.84762,6.557164042,7.060080868,4.3,43348.48868,1116730.867,"014 Cheryl Plaza Suite 493\nLake Melinda, MH 07175"
65a8b83748613797baeec847,63759.0507,6.13572675,7.614217985,6.23,35071.99599,1226586.921,"4976 Shields Mount Suite 333\nEast Michelehaven, CT 44471-9324"
65a8b83748613797baeec848,68615.76709,8.76478554,6.122465225,2.47,51791.80812,1836978.483,"4518 Caleb Hills Apt. 029\nEast Shannon, VI 80699-6731"
65a8b83748613797baeec849,66823.4329,7.52333072,6.142730956,4.29,30852.29111,1452153.849,"365 Sue Place Apt. 092\nLake Davidport, VT 70760"
65a8b83748613797baeec84a,67564.16592,6.701112226,8.039700873,5.16,21880.05031,1294750.368,"8783 Cristian Vista Suite 144\nLake Tiffany, HI 82995-2929"
65a8b83748613797baeec84b,68008.61543,4.357088276,7.879544727,5.41,28908.08678,1059870.965,USNS Hernandez\nFPO AA 27512
65a8b83748613797baeec84c,73715.42371,6.210744515,7.983172003,3.09,45540.93836,1615346.75,Unit 1515 Box 0124\nDPO AA 13767
65a8b83748613797baeec84d,50813.70267,7.161978239,5.942275646,2.1,30767.31362,1107692.003,"49703 Joshua Camp\nPort Brianbury, OH 78964"
65a8b83748613797baeec84e,83814.10116,8.571796672,7.392164066,3.39,51538.0568,2330289.701,"125 Gillespie Plain\nWhitefurt, MO 18599"
65a8b83748613797baeec84f,51666.77275,7.730949556,7.55757585,3.45,41926.02443,1116193.293,"016 Ashley Locks\nMortonstad, WY 58148"
65a8b83748613797baeec850,69236.93433,5.816532436,5.861133737,4.18,39399.93645,1072253.834,"8534 Gina Route Apt. 739\nDavischester, GA 71300-1917"
65a8b83748613797baeec851,81099.57815,6.433839889,7.13508385,4.33,29780.17308,1626941.788,"81304 Jonathan Camp\nLake Tannerbury, RI 29349"
65a8b83748613797baeec852,59303.82319,6.930752508,9.098979835,3.44,43609.46243,1669681.231,"90568 Garcia Vista\nNorth Marioville, GU 75958-1328"
65a8b83748613797baeec853,69610.9725,4.137278576,5.627663434,4.04,39210.48262,806121.8394,"02315 Franklin Crescent Suite 962\nNorth Peter, RI 58237"
65a8b83748613797baeec854,77402.40158,5.648700181,7.856053644,6.14,39351.01562,1680252.737,"031 Garza Springs Suite 573\nPerryville, CA 13499-5935"
65a8b83748613797baeec855,73386.40734,4.96635994,7.915452714,4.3,38413.49048,1186441.756,USS Williams\nFPO AA 31030
65a8b83748613797baeec856,70961.58131,8.598382722,6.185950711,2.02,38251.81217,1766248.403,"8749 Matthew Row\nEast Markport, IN 41253"
65a8b83748613797baeec857,81181.5688,6.636742301,8.201423572,5.27,26690.70991,1641055.939,"619 Ralph Key Apt. 220\nJosephberg, AZ 58966-3248"
65a8b83748613797baeec858,57272.32797,7.577254753,6.59669477,2.07,30099.39506,1120894.804,"9048 Deborah View Apt. 049\nNew Laurie, PR 61237"
65a8b83748613797baeec859,58871.79001,8.174270417,7.074322473,5.16,25091.82355,1325706.901,"7579 Walter Curve\nHartfort, VA 37328-6949"
65a8b83748613797baeec85a,74029.34982,6.618516283,6.414579249,4.31,36360.2738,1593347.849,"055 Tina Roads Suite 878\nNorth Aprilshire, PW 13402"
65a8b83748613797baeec85b,56849.22111,4.043752332,6.78153687,3.19,43522.68518,605073.4908,"225 Brandi Avenue Apt. 147\nLopezbury, KS 51049"
65a8b83748613797baeec85c,73587.04646,5.944492108,6.53014678,2.3,25271.93098,1064509.523,"PSC 3878, Box 6882\nAPO AP 64687-9459"
65a8b83748613797baeec85d,49728.43703,5.844846445,7.531572717,3.19,37608.67975,872365.8799,"77621 Michael Fork Suite 487\nPort Lauraland, AZ 23400-9348"
65a8b83748613797baeec85e,60631.11084,5.956718133,7.628030848,3.11,40928.28419,1117741.757,"98660 Williams Lock\nWest Jamesland, HI 66797"
65a8b83748613797baeec85f,78404.3633,7.066791632,6.858624507,3.03,49398.25748,1935172.995,"62128 Taylor Drive\nNew Frank, SD 32477-8796"
65a8b83748613797baeec860,86611.17802,4.849506719,8.303301694,3.01,45359.02795,1668670.656,"4800 Flores Inlet Apt. 293\nSouth Mary, MO 35793"
65a8b83748613797baeec861,58914.48624,6.590092351,6.311064909,2.46,35282.71403,1072704.89,"1787 Paige Path\nJustinmouth, DC 31345-4841"
65a8b83748613797baeec862,75867.02443,5.539850454,8.061729885,4.18,56294.43444,1914746.582,"8893 Barbara Camp Apt. 439\nJefffort, VA 89472"
65a8b83748613797baeec863,66581.57483,5.419607067,5.884307666,3.25,18230.51893,839194.0689,"456 Mitchell Causeway\nGeorgefort, NE 04481-1083"
65a8b83748613797baeec864,62820.17908,7.63974101,7.681443787,6.07,23734.16959,1285157.87,"109 Smith Park\nLaurachester, MP 38007"
65a8b83748613797baeec865,69711.90393,6.073168346,8.090746781,3.45,36291.1452,1433614.967,"29718 Simmons Shores Apt. 119\nAndreafurt, IN 14150"
65a8b83748613797baeec866,82710.58982,6.236986667,5.086433684,4.43,44768.68811,1459342.887,USNS Barrera\nFPO AA 45323-4290
65a8b83748613797baeec867,58828.04163,7.236786459,8.749000788,6.08,44277.30064,1652845.981,"2260 Torres Crest\nLopezburgh, AK 74728"
65a8b83748613797baeec868,53161.83239,4.879253961,8.678774415,4.07,30535.2556,725830.602,"196 Robinson Ways Apt. 994\nToddmouth, PW 54975"
65a8b83748613797baeec869,79361.02651,4.572241077,6.866564918,3.23,53875.28901,1378863.688,"9881 Olson Drive\nAlexanderbury, PA 91436-2120"
65a8b83748613797baeec86a,58325.69569,6.30432228,7.299320698,6.31,31256.22333,1003941.929,"1535 Debra Expressway Suite 755\nMoonmouth, AL 23444"
65a8b83748613797baeec86b,55772.89874,5.641007686,6.826893598,2.07,41638.65687,729882.6249,"1968 Estes Turnpike Suite 663\nSouth Carriefurt, NY 13185-2445"
65a8b83748613797baeec86c,71893.42934,5.826870236,7.103995531,3.39,40364.19315,1270047.528,"05664 House Tunnel\nNew Morganshire, MT 38939"
65a8b83748613797baeec86d,75922.88558,6.689121255,6.341246108,2.16,49458.66507,1695706.132,"86827 Castaneda Trail Suite 315\nLanceville, UT 64420-1882"
65a8b83748613797baeec86e,54648.28607,5.531123591,8.46138084,4.09,20270.54195,714822.5872,"80371 Timothy Views\nAbigailborough, MN 16645"
65a8b83748613797baeec86f,71857.57141,6.425892565,6.225548367,4.05,52563.97982,1462899.031,"9817 William Drives Apt. 676\nPort Michaelmouth, IL 88737"
65a8b83748613797baeec870,67424.18822,5.367615821,7.601754384,6.11,32412.84314,1127260.126,"23133 Parker Spur\nBrianland, ID 10645"
65a8b83748613797baeec871,70564.86258,5.146618085,6.59799426,4.5,38376.46825,1014226.299,"3862 Jones Plains Suite 613\nLake Linda, ME 52695"
65a8b83748613797baeec872,74237.26128,4.663506201,4.705015387,4.35,37651.01453,852982.5644,"238 Samuel Haven\nSouth Michael, AL 99621"
65a8b83748613797baeec873,58004.2709,5.174346635,8.327776474,6.36,29182.7206,830286.7066,"43128 King Branch Apt. 349\nMckeeview, NC 89358-6768"
65a8b83748613797baeec874,101928.8581,4.82958619,9.039381544,4.08,22804.99194,1938866.49,"856 Harris Centers Suite 940\nNicholasport, IL 91064-1080"
65a8b83748613797baeec875,55809.49459,6.854522409,6.330243408,4.2,49001.90125,1247645.41,"748 White Underpass\nWest Michael, CT 11080-9522"
65a8b83748613797baeec876,48357.06347,4.727645965,7.98951567,3.03,45206.72551,813415.1281,"7278 Wiggins Square\nSouth Nathan, FL 72804"
65a8b83748613797baeec877,65017.74563,5.000504143,5.945759611,2.37,26910.32075,679373.4015,"319 Denise Run\nStephenview, PW 77941-4444"
65a8b83748613797baeec878,66949.0012,5.494535087,5.945900039,3.18,30323.73988,814879.2063,"402 Steven Greens\nEast Terrence, FM 76774"
65a8b83748613797baeec879,82848.55863,5.729198183,6.281916393,4.47,40338.11037,1489540.135,"66118 Torres Pike Apt. 446\nWest Kevinland, ME 01431-0177"
65a8b83748613797baeec87a,65851.26289,6.517096671,7.181912393,5.09,36110.06309,1468738.755,"5412 Smith Ports Apt. 902\nWest Jonstad, PA 43101-8130"
65a8b83748613797baeec87b,93579.11668,5.821447363,6.490128894,4.49,38977.93739,1859883.661,"258 Cummings Burg Apt. 469\nNorth William, NC 21455-3269"
